,geo_code,geo_level,Religion,TRU,Sex,Total
1118,5,district,Muslim,Rural,Male,210246
1119,5,district,Christian,Rural,Male,360
1120,5,district,Sikh,Rural,Male,3535
1121,5,district,Buddhist,Rural,Male,68
1122,5,district,Jain,Rural,Male,3
1123,5,district,Other religions and persuasions,Rural,Male,1
1124,5,district,Religion not stated,Rural,Male,336
1126,5,district,Hindu,Urban,Male,8459
1127,5,district,Muslim,Urban,Male,10390
1128,5,district,Christian,Urban,Male,254
1129,5,district,Sikh,Urban,Male,2962
1130,5,district,Buddhist,Urban,Male,8
1131,5,district,Jain,Urban,Male,2
1132,5,district,Other religions and persuasions,Urban,Male,0
1133,5,district,Religion not stated,Urban,Male,50
1144,6,district,Hindu,Rural,Male,102828
1145,6,district,Muslim,Rural,Male,200232
1146,6,district,Christian,Rural,Male,494
1147,6,district,Sikh,Rural,Male,6532
1148,6,district,Buddhist,Rural,Male,140
1149,6,district,Jain,Rural,Male,11
1150,6,district,Other religions and persuasions,Rural,Male,2
1151,6,district,Religion not stated,Rural,Male,509
1153,6,district,Hindu,Urban,Male,22097
1154,6,district,Muslim,Urban,Male,9316
1155,6,district,Christian,Urban,Male,236
1156,6,district,Sikh,Urban,Male,2894
1157,6,district,Buddhist,Urban,Male,25
1158,6,district,Jain,Urban,Male,7
1159,6,district,Other religions and persuasions,Urban,Male,0
1160,6,district,Religion not stated,Urban,Male,28
1171,7,district,Hindu,Rural,Male,241804
1172,7,district,Muslim,Rural,Male,31940
1173,7,district,Christian,Rural,Male,364
1174,7,district,Sikh,Rural,Male,3659
1175,7,district,Buddhist,Rural,Male,5
1176,7,district,Jain,Rural,Male,6
1177,7,district,Other religions and persuasions,Rural,Male,0
1178,7,district,Religion not stated,Rural,Male,348
1180,7,district,Hindu,Urban,Male,43916
1181,7,district,Muslim,Urban,Male,1788
1182,7,district,Christian,Urban,Male,577
1183,7,district,Sikh,Urban,Male,1621
1184,7,district,Buddhist,Urban,Male,7
1185,7,district,Jain,Urban,Male,3
1186,7,district,Other religions and persuasions,Urban,Male,1
1187,7,district,Religion not stated,Urban,Male,70
1198,8,district,Hindu,Rural,Male,12353
1199,8,district,Muslim,Rural,Male,414581
1200,8,district,Christian,Rural,Male,585
1201,8,district,Sikh,Rural,Male,4057
1202,8,district,Buddhist,Rural,Male,38
1203,8,district,Jain,Rural,Male,13
1204,8,district,Other religions and persuasions,Rural,Male,0
1205,8,district,Religion not stated,Rural,Male,772
1207,8,district,Hindu,Urban,Male,15746
1208,8,district,Muslim,Urban,Male,80853
1209,8,district,Christian,Urban,Male,380
1210,8,district,Sikh,Urban,Male,5021
1211,8,district,Buddhist,Urban,Male,77
1212,8,district,Jain,Urban,Male,4
1213,8,district,Other religions and persuasions,Urban,Male,4
1214,8,district,Religion not stated,Urban,Male,249
1225,9,district,Hindu,Rural,Male,5701
1226,9,district,Muslim,Rural,Male,165441
1227,9,district,Christian,Rural,Male,321
1228,9,district,Sikh,Rural,Male,476
1229,9,district,Buddhist,Rural,Male,23
1230,9,district,Jain,Rural,Male,6
1231,9,district,Other religions and persuasions,Rural,Male,0
1232,9,district,Religion not stated,Rural,Male,295
1234,9,district,Hindu,Urban,Male,2360
1235,9,district,Muslim,Urban,Male,32881
1236,9,district,Christian,Urban,Male,59
1237,9,district,Sikh,Urban,Male,44
1238,9,district,Buddhist,Urban,Male,17
1239,9,district,Jain,Urban,Male,2
1240,9,district,Other religions and persuasions,Urban,Male,0
1241,9,district,Religion not stated,Urban,Male,54
1252,10,district,Hindu,Rural,Male,17
1253,10,district,Muslim,Rural,Male,8889
1254,10,district,Christian,Rural,Male,2
1255,10,district,Sikh,Rural,Male,2
1256,10,district,Buddhist,Rural,Male,0
1257,10,district,Jain,Rural,Male,0
1258,10,district,Other religions and persuasions,Rural,Male,0
1259,10,district,Religion not stated,Rural,Male,6
1261,10,district,Hindu,Urban,Male,35908
1262,10,district,Muslim,Urban,Male,596355
1263,10,district,Christian,Urban,Male,1769
1264,10,district,Sikh,Urban,Male,6973
1265,10,district,Buddhist,Urban,Male,171
1266,10,district,Jain,Urban,Male,39
1267,10,district,Other religions and persuasions,Urban,Male,1
1268,10,district,Religion not stated,Urban,Male,992
1279,11,district,Hindu,Rural,Male,4824
1280,11,district,Muslim,Rural,Male,128031
1281,11,district,Christian,Rural,Male,225
1282,11,district,Sikh,Rural,Male,423
1283,11,district,Buddhist,Rural,Male,16
1284,11,district,Jain,Rural,Male,1
1285,11,district,Other religions and persuasions,Rural,Male,2
1286,11,district,Religion not stated,Rural,Male,193
1288,11,district,Hindu,Urban,Male,358
1289,11,district,Muslim,Urban,Male,24540
1290,11,district,Christian,Urban,Male,30
1291,11,district,Sikh,Urban,Male,35
1292,11,district,Buddhist,Urban,Male,3
1293,11,district,Jain,Urban,Male,0
1294,11,district,Other religions and persuasions,Urban,Male,1
1295,11,district,Religion not stated,Urban,Male,38
1306,12,district,Hindu,Rural,Male,5281
1307,12,district,Muslim,Rural,Male,236929
1308,12,district,Christian,Rural,Male,643
1309,12,district,Sikh,Rural,Male,4812
1310,12,district,Buddhist,Rural,Male,14
1311,12,district,Jain,Rural,Male,2
1312,12,district,Other religions and persuasions,Rural,Male,9
1313,12,district,Religion not stated,Rural,Male,406
1315,12,district,Hindu,Urban,Male,7234
1316,12,district,Muslim,Urban,Male,37175
1317,12,district,Christian,Urban,Male,175
1318,12,district,Sikh,Urban,Male,299
1319,12,district,Buddhist,Urban,Male,12
1320,12,district,Jain,Urban,Male,2
1321,12,district,Other religions and persuasions,Urban,Male,1
1322,12,district,Religion not stated,Urban,Male,70
1333,13,district,Hindu,Rural,Male,671
1334,13,district,Muslim,Rural,Male,126116
1335,13,district,Christian,Rural,Male,181
1336,13,district,Sikh,Rural,Male,67
1337,13,district,Buddhist,Rural,Male,1
1338,13,district,Jain,Rural,Male,1
1339,13,district,Other religions and persuasions,Rural,Male,3
1340,13,district,Religion not stated,Rural,Male,121
1342,13,district,Hindu,Urban,Male,2106
1343,13,district,Muslim,Urban,Male,7117
1344,13,district,Christian,Urban,Male,48
1345,13,district,Sikh,Urban,Male,33
1346,13,district,Buddhist,Urban,Male,1
1347,13,district,Jain,Urban,Male,0
1348,13,district,Other religions and persuasions,Urban,Male,0
1349,13,district,Religion not stated,Urban,Male,14
1360,14,district,Hindu,Rural,Male,3941
1361,14,district,Muslim,Rural,Male,403262
1362,14,district,Christian,Rural,Male,505
1363,14,district,Sikh,Rural,Male,2892
1364,14,district,Buddhist,Rural,Male,13
1365,14,district,Jain,Rural,Male,1
1366,14,district,Other religions and persuasions,Rural,Male,2
1367,14,district,Religion not stated,Rural,Male,396
1369,14,district,Hindu,Urban,Male,8069
1370,14,district,Muslim,Urban,Male,139409
1371,14,district,Christian,Urban,Male,340
1372,14,district,Sikh,Urban,Male,768
1373,14,district,Buddhist,Urban,Male,22
1374,14,district,Jain,Urban,Male,3
1375,14,district,Other religions and persuasions,Urban,Male,1
1376,14,district,Religion not stated,Urban,Male,143
1387,15,district,Hindu,Rural,Male,1316
1388,15,district,Muslim,Rural,Male,173220
1389,15,district,Christian,Rural,Male,184
1390,15,district,Sikh,Rural,Male,500
1391,15,district,Buddhist,Rural,Male,14
1392,15,district,Jain,Rural,Male,10
1393,15,district,Other religions and persuasions,Rural,Male,5
1394,15,district,Religion not stated,Rural,Male,325
1396,15,district,Hindu,Urban,Male,2008
1397,15,district,Muslim,Urban,Male,39849
1398,15,district,Christian,Urban,Male,80
1399,15,district,Sikh,Urban,Male,81
1400,15,district,Buddhist,Urban,Male,5
1401,15,district,Jain,Urban,Male,2
1402,15,district,Other religions and persuasions,Urban,Male,0
1403,15,district,Religion not stated,Urban,Male,21
1414,16,district,Hindu,Rural,Male,92445
1415,16,district,Muslim,Rural,Male,102128
1416,16,district,Christian,Rural,Male,294
1417,16,district,Sikh,Rural,Male,182
1418,16,district,Buddhist,Rural,Male,9
1419,16,district,Jain,Rural,Male,4
1420,16,district,Other religions and persuasions,Rural,Male,24
1421,16,district,Religion not stated,Rural,Male,344
1423,16,district,Hindu,Urban,Male,5807
1424,16,district,Muslim,Urban,Male,12244
1425,16,district,Christian,Urban,Male,30
1426,16,district,Sikh,Urban,Male,104
1427,16,district,Buddhist,Urban,Male,0
1428,16,district,Jain,Urban,Male,7
1429,16,district,Other religions and persuasions,Urban,Male,0
1430,16,district,Religion not stated,Urban,Male,19
1441,17,district,Hindu,Rural,Male,40561
1442,17,district,Muslim,Rural,Male,100836
1443,17,district,Christian,Rural,Male,209
1444,17,district,Sikh,Rural,Male,193
1445,17,district,Buddhist,Rural,Male,24
1446,17,district,Jain,Rural,Male,1
1447,17,district,Other religions and persuasions,Rural,Male,132
1448,17,district,Religion not stated,Rural,Male,361
1450,17,district,Hindu,Urban,Male,3283
1451,17,district,Muslim,Urban,Male,3242
1452,17,district,Christian,Urban,Male,44
1453,17,district,Sikh,Urban,Male,234
1454,17,district,Buddhist,Urban,Male,0
1455,17,district,Jain,Urban,Male,1
1456,17,district,Other religions and persuasions,Urban,Male,0
1457,17,district,Religion not stated,Urban,Male,11
1468,18,district,Hindu,Rural,Male,46760
1469,18,district,Muslim,Rural,Male,63445
1470,18,district,Christian,Rural,Male,138
1471,18,district,Sikh,Rural,Male,222
1472,18,district,Buddhist,Rural,Male,1044
1473,18,district,Jain,Rural,Male,0
1474,18,district,Other religions and persuasions,Rural,Male,273
1475,18,district,Religion not stated,Rural,Male,104
1477,18,district,Hindu,Urban,Male,2844
1478,18,district,Muslim,Urban,Male,5210
1479,18,district,Christian,Urban,Male,26
1480,18,district,Sikh,Urban,Male,74
1481,18,district,Buddhist,Urban,Male,12
1482,18,district,Jain,Urban,Male,0
1483,18,district,Other religions and persuasions,Urban,Male,0
1484,18,district,Religion not stated,Urban,Male,13
1495,19,district,Hindu,Rural,Male,204907
1496,19,district,Muslim,Rural,Male,26998
1497,19,district,Christian,Rural,Male,385
1498,19,district,Sikh,Rural,Male,333
1499,19,district,Buddhist,Rural,Male,24
1500,19,district,Jain,Rural,Male,13
1501,19,district,Other religions and persuasions,Rural,Male,117
1502,19,district,Religion not stated,Rural,Male,197
1504,19,district,Hindu,Urban,Male,57106
1505,19,district,Muslim,Urban,Male,4221
1506,19,district,Christian,Urban,Male,733
1507,19,district,Sikh,Urban,Male,1641
1508,19,district,Buddhist,Urban,Male,49
1509,19,district,Jain,Urban,Male,19
1510,19,district,Other religions and persuasions,Urban,Male,2
1511,19,district,Religion not stated,Urban,Male,39
1522,20,district,Hindu,Rural,Male,69383
1523,20,district,Muslim,Rural,Male,79961
1524,20,district,Christian,Rural,Male,545
1525,20,district,Sikh,Rural,Male,1497
1526,20,district,Buddhist,Rural,Male,8
1527,20,district,Jain,Rural,Male,4
1528,20,district,Other religions and persuasions,Rural,Male,3
1529,20,district,Religion not stated,Rural,Male,80
1531,20,district,Hindu,Urban,Male,12975
1532,20,district,Muslim,Urban,Male,1637
1533,20,district,Christian,Urban,Male,237
1534,20,district,Sikh,Urban,Male,118
1535,20,district,Buddhist,Urban,Male,3
1536,20,district,Jain,Urban,Male,0
1537,20,district,Other religions and persuasions,Urban,Male,0
1538,20,district,Religion not stated,Urban,Male,10
1549,21,district,Hindu,Rural,Male,350245
1550,21,district,Muslim,Rural,Male,28100
1551,21,district,Christian,Rural,Male,1341
1552,21,district,Sikh,Rural,Male,20595
1553,21,district,Buddhist,Rural,Male,74
1554,21,district,Jain,Rural,Male,23
1555,21,district,Other religions and persuasions,Rural,Male,79
1556,21,district,Religion not stated,Rural,Male,1146
1558,21,district,Hindu,Urban,Male,335434
1559,21,district,Muslim,Urban,Male,28827
1560,21,district,Christian,Urban,Male,5114
1561,21,district,Sikh,Urban,Male,40503
1562,21,district,Buddhist,Urban,Male,192
1563,21,district,Jain,Urban,Male,1015
1564,21,district,Other religions and persuasions,Urban,Male,92
1565,21,district,Religion not stated,Urban,Male,1041
1576,22,district,Hindu,Rural,Male,119697
1577,22,district,Muslim,Rural,Male,10794
1578,22,district,Christian,Rural,Male,702
1579,22,district,Sikh,Rural,Male,8029
1580,22,district,Buddhist,Rural,Male,18
1581,22,district,Jain,Rural,Male,8
1582,22,district,Other religions and persuasions,Rural,Male,5
1583,22,district,Religion not stated,Rural,Male,112
1585,22,district,Hindu,Urban,Male,26233
1586,22,district,Muslim,Urban,Male,1514
1587,22,district,Christian,Urban,Male,732
1588,22,district,Sikh,Urban,Male,1225
1589,22,district,Buddhist,Urban,Male,11
1590,22,district,Jain,Urban,Male,0
1591,22,district,Other religions and persuasions,Urban,Male,0
1592,22,district,Religion not stated,Urban,Male,44
1630,23,district,Hindu,Rural,Male,224579
1631,23,district,Muslim,Rural,Male,15933
1632,23,district,Christian,Rural,Male,193
1633,23,district,Sikh,Rural,Male,346
1634,23,district,Buddhist,Rural,Male,526
1635,23,district,Jain,Rural,Male,20
1636,23,district,Other religions and persuasions,Rural,Male,8
1637,23,district,Religion not stated,Rural,Male,358
1639,23,district,Hindu,Urban,Male,16271
1640,23,district,Muslim,Urban,Male,671
1641,23,district,Christian,Urban,Male,727
1642,23,district,Sikh,Urban,Male,1338
1643,23,district,Buddhist,Urban,Male,342
1644,23,district,Jain,Urban,Male,2
1645,23,district,Other religions and persuasions,Urban,Male,0
1646,23,district,Religion not stated,Urban,Male,6
1657,24,district,Hindu,Rural,Male,685072
1658,24,district,Muslim,Rural,Male,10057
1659,24,district,Christian,Rural,Male,1386
1660,24,district,Sikh,Rural,Male,3950
1661,24,district,Buddhist,Rural,Male,3618
1662,24,district,Jain,Rural,Male,57
1663,24,district,Other religions and persuasions,Rural,Male,98
1664,24,district,Religion not stated,Rural,Male,1127
1666,24,district,Hindu,Urban,Male,38899
1667,24,district,Muslim,Urban,Male,657
1668,24,district,Christian,Urban,Male,208
1669,24,district,Sikh,Urban,Male,725
1670,24,district,Buddhist,Urban,Male,4644
1671,24,district,Jain,Urban,Male,42
1672,24,district,Other religions and persuasions,Urban,Male,2
1673,24,district,Religion not stated,Urban,Male,49
1684,25,district,Hindu,Rural,Male,6657
1685,25,district,Muslim,Rural,Male,53
1686,25,district,Christian,Rural,Male,149
1687,25,district,Sikh,Rural,Male,30
1688,25,district,Buddhist,Rural,Male,9685
1689,25,district,Jain,Rural,Male,2
1690,25,district,Other religions and persuasions,Rural,Male,1
1691,25,district,Religion not stated,Rural,Male,11
1693,25,district,Hindu,Urban,Male,0
1694,25,district,Muslim,Urban,Male,0
1695,25,district,Christian,Urban,Male,0
1696,25,district,Sikh,Urban,Male,0
1697,25,district,Buddhist,Urban,Male,0
1698,25,district,Jain,Urban,Male,0
1699,25,district,Other religions and persuasions,Urban,Male,0
1700,25,district,Religion not stated,Urban,Male,0
1711,26,district,Hindu,Rural,Male,195163
1712,26,district,Muslim,Rural,Male,1083
1713,26,district,Christian,Rural,Male,569
1714,26,district,Sikh,Rural,Male,391
1715,26,district,Buddhist,Rural,Male,5634
1716,26,district,Jain,Rural,Male,28
1717,26,district,Other religions and persuasions,Rural,Male,40
1718,26,district,Religion not stated,Rural,Male,361
1720,26,district,Hindu,Urban,Male,18702
1721,26,district,Muslim,Urban,Male,742
1722,26,district,Christian,Urban,Male,238
1723,26,district,Sikh,Urban,Male,393
1724,26,district,Buddhist,Urban,Male,2067
1725,26,district,Jain,Urban,Male,24
1726,26,district,Other religions and persuasions,Urban,Male,4
1727,26,district,Religion not stated,Urban,Male,13
1738,27,district,Hindu,Rural,Male,459017
1739,27,district,Muslim,Rural,Male,4148
1740,27,district,Christian,Rural,Male,360
1741,27,district,Sikh,Rural,Male,852
1742,27,district,Buddhist,Rural,Male,1076
1743,27,district,Jain,Rural,Male,15
1744,27,district,Other religions and persuasions,Rural,Male,35
1745,27,district,Religion not stated,Rural,Male,547
1747,27,district,Hindu,Urban,Male,29389
1748,27,district,Muslim,Urban,Male,933
1749,27,district,Christian,Urban,Male,85
1750,27,district,Sikh,Urban,Male,1249
1751,27,district,Buddhist,Urban,Male,333
1752,27,district,Jain,Urban,Male,7
1753,27,district,Other religions and persuasions,Urban,Male,1
1754,27,district,Religion not stated,Urban,Male,18
1765,28,district,Hindu,Rural,Male,198504
1766,28,district,Muslim,Rural,Male,1664
1767,28,district,Christian,Rural,Male,100
1768,28,district,Sikh,Rural,Male,245
1769,28,district,Buddhist,Rural,Male,8
1770,28,district,Jain,Rural,Male,11
1771,28,district,Other religions and persuasions,Rural,Male,6
1772,28,district,Religion not stated,Rural,Male,210
1774,28,district,Hindu,Urban,Male,15691
1775,28,district,Muslim,Urban,Male,360
1776,28,district,Christian,Urban,Male,12
1777,28,district,Sikh,Urban,Male,73
1778,28,district,Buddhist,Urban,Male,38
1779,28,district,Jain,Urban,Male,141
1780,28,district,Other religions and persuasions,Urban,Male,0
1781,28,district,Religion not stated,Urban,Male,7
1792,29,district,Hindu,Rural,Male,221565
1793,29,district,Muslim,Rural,Male,7075
1794,29,district,Christian,Rural,Male,138
1795,29,district,Sikh,Rural,Male,11325
1796,29,district,Buddhist,Rural,Male,20
1797,29,district,Jain,Rural,Male,12
1798,29,district,Other religions and persuasions,Rural,Male,3
1799,29,district,Religion not stated,Rural,Male,116
1801,29,district,Hindu,Urban,Male,21078
1802,29,district,Muslim,Urban,Male,448
1803,29,district,Christian,Urban,Male,50
1804,29,district,Sikh,Urban,Male,1809
1805,29,district,Buddhist,Urban,Male,9
1806,29,district,Jain,Urban,Male,26
1807,29,district,Other religions and persuasions,Urban,Male,3
1808,29,district,Religion not stated,Urban,Male,15
1819,30,district,Hindu,Rural,Male,175587
1820,30,district,Muslim,Rural,Male,2707
1821,30,district,Christian,Rural,Male,85
1822,30,district,Sikh,Rural,Male,1078
1823,30,district,Buddhist,Rural,Male,49
1824,30,district,Jain,Rural,Male,5
1825,30,district,Other religions and persuasions,Rural,Male,3
1826,30,district,Religion not stated,Rural,Male,139
1828,30,district,Hindu,Urban,Male,11980
1829,30,district,Muslim,Urban,Male,954
1830,30,district,Christian,Urban,Male,29
1831,30,district,Sikh,Urban,Male,141
1832,30,district,Buddhist,Urban,Male,6
1833,30,district,Jain,Urban,Male,0
1834,30,district,Other religions and persuasions,Urban,Male,0
1835,30,district,Religion not stated,Urban,Male,1
1846,31,district,Hindu,Rural,Male,236836
1847,31,district,Muslim,Rural,Male,5898
1848,31,district,Christian,Rural,Male,445
1849,31,district,Sikh,Rural,Male,6134
1850,31,district,Buddhist,Rural,Male,160
1851,31,district,Jain,Rural,Male,51
1852,31,district,Other religions and persuasions,Rural,Male,61
1853,31,district,Religion not stated,Rural,Male,151
1855,31,district,Hindu,Urban,Male,54580
1856,31,district,Muslim,Urban,Male,2472
1857,31,district,Christian,Urban,Male,335
1858,31,district,Sikh,Urban,Male,1160
